NO,date,hr,AMB_TEMP,PM10,PM2.5
1,2009/1/1,0,14.94,113,63
2,2009/1/1,1,14.67,123,66
3,2009/1/1,2,14.21,99,54
4,2009/1/1,3,13.98,82,41
5,2009/1/1,4,13.7,62,34
6,2009/1/1,5,13.24,64,34
7,2009/1/1,6,12.82,66,34
8,2009/1/1,7,12.67,61,29
9,2009/1/1,8,13,63,27
10,2009/1/1,9,13.39,59,30
11,2009/1/1,10,13.69,61,32
12,2009/1/1,11,14.11,51,32
13,2009/1/1,12,14.18,60,31
14,2009/1/1,13,13.86,54,30
15,2009/1/1,14,13.92,62,33
16,2009/1/1,15,13.94,56,30
17,2009/1/1,16,13.91,61,35
18,2009/1/1,17,13.89,68,36
19,2009/1/1,18,13.89,66,41
20,2009/1/1,19,13.93,70,36
21,2009/1/1,20,14.01,67,36
22,2009/1/1,21,14.05,76,40
23,2009/1/1,22,14.1,83,43
24,2009/1/1,23,14.09,82,43
25,2009/1/2,0,13.98,78,38
26,2009/1/2,1,14.04,66,39
27,2009/1/2,2,14.21,63,36
28,2009/1/2,3,14.19,53,34
29,2009/1/2,4,14.09,49,25
30,2009/1/2,5,14.12,45,27
31,2009/1/2,6,14.15,42,20
32,2009/1/2,7,14.41,43,22
33,2009/1/2,8,14.66,37,21
34,2009/1/2,9,14.91,39,22
35,2009/1/2,10,15.64,46,23
36,2009/1/2,11,16.04,51,20
37,2009/1/2,12,16.14,52,20
38,2009/1/2,13,16.5,39,18
39,2009/1/2,14,16.32,36,18
40,2009/1/2,15,16.26,40,24
41,2009/1/2,16,16.53,42,22
42,2009/1/2,17,16.41,46,24
43,2009/1/2,18,16.37,44,17
44,2009/1/2,19,16.04,43,26
45,2009/1/2,20,15.92,38,24
46,2009/1/2,21,16.05,37,30
47,2009/1/2,22,15.81,39,22
48,2009/1/2,23,15.76,44,14
49,2009/1/3,0,15.39,36,9
50,2009/1/3,1,15.38,33,10
51,2009/1/3,2,15.29,19,10
52,2009/1/3,3,15.72,20,10
53,2009/1/3,4,15.86,25,4
54,2009/1/3,5,16.27,29,11
55,2009/1/3,6,16.44,31,13
56,2009/1/3,7,16.67,26,16
57,2009/1/3,8,18.1,28,16
58,2009/1/3,9,19.23,32,11
59,2009/1/3,10,19.26,40,16
60,2009/1/3,11,19.96,45,13
61,2009/1/3,12,20.24,40,19
62,2009/1/3,13,20.63,39,10
63,2009/1/3,14,20.52,32,14
64,2009/1/3,15,20.29,32,10
65,2009/1/3,16,19.79,35,14
66,2009/1/3,17,19.1,36,12
67,2009/1/3,18,18.7,39,19
68,2009/1/3,19,18.37,31,16
69,2009/1/3,20,18.64,29,16
70,2009/1/3,21,18.79,27,12
71,2009/1/3,22,18.28,35,15
72,2009/1/3,23,18.09,40,17
73,2009/1/4,0,18.12,33,16
74,2009/1/4,1,18.07,24,10
75,2009/1/4,2,18.25,10,8
76,2009/1/4,3,18.41,14,8
77,2009/1/4,4,18.33,14,9
78,2009/1/4,5,18.36,23,7
79,2009/1/4,6,18.07,30,7
80,2009/1/4,7,18.18,35,11
81,2009/1/4,8,18.93,30,8
82,2009/1/4,9,19.66,28,13
83,2009/1/4,10,20.01,26,9
84,2009/1/4,11,20.56,33,18
85,2009/1/4,12,21.03,30,13
86,2009/1/4,13,21.42,23,18
87,2009/1/4,14,20,23,14
88,2009/1/4,15,19.68,22,12
89,2009/1/4,16,19.46,26,17
90,2009/1/4,17,18.84,21,15
91,2009/1/4,18,18.53,26,18
92,2009/1/4,19,18.42,24,12
93,2009/1/4,20,18.65,24,22
94,2009/1/4,21,18.84,19,18
95,2009/1/4,22,18.91,24,18
96,2009/1/4,23,19.08,31,9
97,2009/1/5,0,19.16,26,9
98,2009/1/5,1,19.09,26,12
99,2009/1/5,2,19.2,13,12
100,2009/1/5,3,18.97,19,12
101,2009/1/5,4,18.97,10,11
102,2009/1/5,5,19.02,18,11
103,2009/1/5,6,18.95,19,12
104,2009/1/5,7,18.84,28,16
105,2009/1/5,8,19.07,30,21
106,2009/1/5,9,19.32,30,22
107,2009/1/5,10,19.38,34,21
108,2009/1/5,11,19.26,33,16
109,2009/1/5,12,19.12,34,21
110,2009/1/5,13,19.57,28,14
111,2009/1/5,14,19.61,28,17
112,2009/1/5,15,19.22,23,12
113,2009/1/5,16,19.1,29,21
114,2009/1/5,17,19.05,31,24
115,2009/1/5,18,18.99,32,24
116,2009/1/5,19,18.81,30,13
117,2009/1/5,20,18.65,31,10
118,2009/1/5,21,18.46,25,11
119,2009/1/5,22,18.34,21,16
120,2009/1/5,23,18.52,17,21
121,2009/1/6,0,18.73,16,19
122,2009/1/6,1,19.06,21,15
123,2009/1/6,2,18.99,19,7
124,2009/1/6,3,19.12,17,8
125,2009/1/6,4,18.83,14,9
126,2009/1/6,5,18.09,8,7
127,2009/1/6,6,17.83,12,8
128,2009/1/6,7,17.84,14,12
129,2009/1/6,8,18.24,28,17
130,2009/1/6,9,18.89,36,24
131,2009/1/6,10,19.42,32,15
132,2009/1/6,11,20.51,28,9
133,2009/1/6,12,20.6,25,9
134,2009/1/6,13,21.24,27,16
135,2009/1/6,14,21.12,29,17
136,2009/1/6,15,21.04,31,15
137,2009/1/6,16,20.67,35,11
138,2009/1/6,17,20.3,31,13
139,2009/1/6,18,20.18,36,12
140,2009/1/6,19,20.25,44,15
141,2009/1/6,20,19.55,47,15
142,2009/1/6,21,19.51,40,15
143,2009/1/6,22,19.29,33,14
144,2009/1/6,23,19.03,30,12
145,2009/1/7,0,18.91,27,11
146,2009/1/7,1,18.91,22,13
147,2009/1/7,2,18.73,21,20
148,2009/1/7,3,18.38,21,14
149,2009/1/7,4,18.33,16,11
150,2009/1/7,5,18.32,15,11
151,2009/1/7,6,18.4,13,10
152,2009/1/7,7,18.73,25,17
153,2009/1/7,8,19.07,29,19
154,2009/1/7,9,19.19,37,22
155,2009/1/7,10,19.63,34,24
156,2009/1/7,11,19.78,35,22
157,2009/1/7,12,19.96,31,22
158,2009/1/7,13,20.12,34,19
159,2009/1/7,14,19.99,30,20
160,2009/1/7,15,19.78,33,20
161,2009/1/7,16,19.66,36,13
162,2009/1/7,17,19.66,42,9
163,2009/1/7,18,19.33,40,12
164,2009/1/7,19,19.23,32,15
165,2009/1/7,20,19.49,27,20
166,2009/1/7,21,19.51,24,15
167,2009/1/7,22,19.48,21,16
168,2009/1/7,23,19.5,20,8
169,2009/1/8,0,19.35,24,11
170,2009/1/8,1,19.25,21,5
171,2009/1/8,2,19.05,28,8
172,2009/1/8,3,18.96,21,5
173,2009/1/8,4,18.93,27,11
174,2009/1/8,5,18.96,22,11
175,2009/1/8,6,19.01,26,17
176,2009/1/8,7,19.17,30,12
177,2009/1/8,8,19.06,39,21
178,2009/1/8,9,19.08,47,23
179,2009/1/8,10,19.49,45,30
180,2009/1/8,11,19.71,41,24
181,2009/1/8,12,19.53,40,20
182,2009/1/8,13,19.56,41,22
183,2009/1/8,14,19.66,NA,NA
184,2009/1/8,15,19.43,46,19
185,2009/1/8,16,18.9,39,21
186,2009/1/8,17,18.73,41,19
187,2009/1/8,18,18.61,40,25
188,2009/1/8,19,18.38,45,25
189,2009/1/8,20,18.33,42,27
190,2009/1/8,21,18.01,44,16
191,2009/1/8,22,17.7,39,21
192,2009/1/8,23,17.2,38,20
193,2009/1/9,0,16.79,36,23
194,2009/1/9,1,16.6,34,19
195,2009/1/9,2,16.28,41,26
196,2009/1/9,3,15.18,55,38
197,2009/1/9,4,14.71,78,54
198,2009/1/9,5,14.33,82,61
199,2009/1/9,6,14.06,85,64
200,2009/1/9,7,14.06,87,63
201,2009/1/9,8,14.2,97,71
202,2009/1/9,9,14.01,102,79
203,2009/1/9,10,13.96,106,77
204,2009/1/9,11,14.68,104,78
205,2009/1/9,12,14.72,109,75
206,2009/1/9,13,14.92,102,79
207,2009/1/9,14,15.03,73,53
208,2009/1/9,15,15.07,84,54
209,2009/1/9,16,14.98,124,83
210,2009/1/9,17,14.83,123,77
211,2009/1/9,18,14.64,118,74
212,2009/1/9,19,14.49,117,73
213,2009/1/9,20,14.43,114,70
214,2009/1/9,21,13.99,115,69
215,2009/1/9,22,12.72,114,63
216,2009/1/9,23,12.14,104,68
217,2009/1/10,0,11.63,96,63
218,2009/1/10,1,11.27,83,54
219,2009/1/10,2,11.17,86,50
220,2009/1/10,3,11.01,79,46
221,2009/1/10,4,10.8,78,50
222,2009/1/10,5,11.87,77,57
223,2009/1/10,6,12.53,95,72
224,2009/1/10,7,12.26,114,80
225,2009/1/10,8,12.24,129,83
226,2009/1/10,9,12.18,125,77
227,2009/1/10,10,12.07,111,71
228,2009/1/10,11,12.13,97,63
229,2009/1/10,12,12.5,87,59
230,2009/1/10,13,12.82,88,62
231,2009/1/10,14,13.04,87,61
232,2009/1/10,15,12.64,93,59
233,2009/1/10,16,12.29,84,48
234,2009/1/10,17,12.3,72,43
235,2009/1/10,18,12.24,65,46
236,2009/1/10,19,12.28,62,46
237,2009/1/10,20,12.22,60,36
238,2009/1/10,21,12.27,54,21
239,2009/1/10,22,12.24,45,21
240,2009/1/10,23,12.17,44,22
241,2009/1/11,0,12.38,49,25
242,2009/1/11,1,12.41,46,25
243,2009/1/11,2,12.71,49,25
244,2009/1/11,3,13.08,41,25
245,2009/1/11,4,12.53,50,14
246,2009/1/11,5,11.98,47,25
247,2009/1/11,6,11.54,51,27
248,2009/1/11,7,11.62,48,38
249,2009/1/11,8,13.28,54,27
250,2009/1/11,9,16.28,48,27
251,2009/1/11,10,17.56,53,26
252,2009/1/11,11,18.72,43,30
253,2009/1/11,12,19.14,41,26
254,2009/1/11,13,19.52,33,23
255,2009/1/11,14,19.54,39,24
256,2009/1/11,15,19.11,43,27
257,2009/1/11,16,18.34,44,28
258,2009/1/11,17,17.43,43,30
259,2009/1/11,18,17.03,44,30
260,2009/1/11,19,16.73,44,30
261,2009/1/11,20,16.52,40,24
262,2009/1/11,21,16,34,21
263,2009/1/11,22,15.91,37,18
264,2009/1/11,23,15.6,31,19
265,2009/1/12,0,15.57,37,21
266,2009/1/12,1,16.31,33,17
267,2009/1/12,2,16.38,41,17
268,2009/1/12,3,16.4,41,15
269,2009/1/12,4,16.26,39,22
270,2009/1/12,5,16.13,40,24
271,2009/1/12,6,16.08,38,22
272,2009/1/12,7,16.12,43,19
273,2009/1/12,8,16.38,49,22
274,2009/1/12,9,16.76,57,27
275,2009/1/12,10,16.83,63,35
276,2009/1/12,11,16.42,81,42
277,2009/1/12,12,16.21,98,56
278,2009/1/12,13,16.21,116,66
279,2009/1/12,14,15.93,123,74
280,2009/1/12,15,15.56,128,81
281,2009/1/12,16,15.5,139,83
282,2009/1/12,17,15.34,126,80
283,2009/1/12,18,15.16,121,73
284,2009/1/12,19,14.87,99,68
285,2009/1/12,20,14.5,98,62
286,2009/1/12,21,14.27,88,60
287,2009/1/12,22,13.98,86,50
288,2009/1/12,23,13.63,76,38
289,2009/1/13,0,13.47,65,20
290,2009/1/13,1,13.38,48,22
291,2009/1/13,2,13.02,45,18
292,2009/1/13,3,12.77,46,32
293,2009/1/13,4,12.69,60,27
294,2009/1/13,5,12.7,54,37
295,2009/1/13,6,12.7,59,31
296,2009/1/13,7,12.53,58,34
297,2009/1/13,8,12.73,63,35
298,2009/1/13,9,13.02,62,43
299,2009/1/13,10,13.38,72,44
300,2009/1/13,11,13.49,75,49
301,2009/1/13,12,13.43,79,45
302,2009/1/13,13,13.52,72,46
303,2009/1/13,14,13.65,75,41
304,2009/1/13,15,13.49,74,37
305,2009/1/13,16,12.96,73,38
306,2009/1/13,17,12.4,63,32
307,2009/1/13,18,12.07,59,25
308,2009/1/13,19,11.89,47,22
309,2009/1/13,20,11.66,46,20
310,2009/1/13,21,11.38,46,30
311,2009/1/13,22,10.51,54,29
312,2009/1/13,23,10.13,54,30
313,2009/1/14,0,9.82,46,19
314,2009/1/14,1,9.47,37,17
315,2009/1/14,2,9.49,37,20
316,2009/1/14,3,9.06,38,24
317,2009/1/14,4,8.95,37,24
318,2009/1/14,5,8.91,37,22
319,2009/1/14,6,9.15,39,17
320,2009/1/14,7,9.94,44,21
321,2009/1/14,8,12.14,53,28
322,2009/1/14,9,14.84,55,36
323,2009/1/14,10,15.35,60,38
324,2009/1/14,11,15.74,55,34
325,2009/1/14,12,15.72,67,35
326,2009/1/14,13,15.83,66,33
327,2009/1/14,14,15.84,70,37
328,2009/1/14,15,15.46,67,39
329,2009/1/14,16,15.02,67,42
330,2009/1/14,17,14.69,69,41
331,2009/1/14,18,14.28,65,44
332,2009/1/14,19,14.01,67,40
333,2009/1/14,20,13.88,57,43
334,2009/1/14,21,13.97,51,51
335,2009/1/14,22,13.83,48,45
336,2009/1/14,23,14.07,51,37
337,2009/1/15,0,14.44,55,23
338,2009/1/15,1,14.63,54,32
339,2009/1/15,2,14.72,55,28
340,2009/1/15,3,14.71,60,27
341,2009/1/15,4,14.81,65,30
342,2009/1/15,5,14.65,72,32
343,2009/1/15,6,14.67,78,43
344,2009/1/15,7,15.01,85,44
345,2009/1/15,8,15.56,95,53
346,2009/1/15,9,16.14,95,52
347,2009/1/15,10,16.99,96,46
348,2009/1/15,11,17.5,88,43
349,2009/1/15,12,17.95,76,38
350,2009/1/15,13,17.44,66,35
351,2009/1/15,14,17.22,60,34
352,2009/1/15,15,16.8,59,33
353,2009/1/15,16,16.57,58,32
354,2009/1/15,17,16.32,56,24
355,2009/1/15,18,16.18,55,21
356,2009/1/15,19,16.13,54,20
357,2009/1/15,20,16.26,55,26
358,2009/1/15,21,16.19,51,16
359,2009/1/15,22,16.28,47,25
360,2009/1/15,23,16.59,39,19
361,2009/1/16,0,16.67,44,26
362,2009/1/16,1,16.32,37,19
363,2009/1/16,2,16.17,33,21
364,2009/1/16,3,15.71,27,21
365,2009/1/16,4,15.93,24,19
366,2009/1/16,5,15.27,27,18
367,2009/1/16,6,14.27,28,16
368,2009/1/16,7,14.74,39,16
369,2009/1/16,8,16.44,46,21
370,2009/1/16,9,19.35,58,26
371,2009/1/16,10,NA,59,28
372,2009/1/16,11,20.82,61,25
373,2009/1/16,12,21.53,56,22
374,2009/1/16,13,21.56,52,21
375,2009/1/16,14,20.92,48,21
376,2009/1/16,15,20.82,39,16
377,2009/1/16,16,20.3,44,20
378,2009/1/16,17,19.84,44,19
379,2009/1/16,18,19.18,43,28
380,2009/1/16,19,18.88,42,27
381,2009/1/16,20,18.72,42,30
382,2009/1/16,21,18.61,47,28
383,2009/1/16,22,18.58,41,28
384,2009/1/16,23,18.5,39,20
385,2009/1/17,0,18.19,40,23
386,2009/1/17,1,16.77,32,16
387,2009/1/17,2,16.78,34,16
388,2009/1/17,3,17.32,24,7
389,2009/1/17,4,16.15,28,6
390,2009/1/17,5,15.1,27,15
391,2009/1/17,6,14.82,33,19
392,2009/1/17,7,14.96,48,30
393,2009/1/17,8,15.84,58,32
394,2009/1/17,9,17.37,66,41
395,2009/1/17,10,19.81,66,40
396,2009/1/17,11,22.42,65,41
397,2009/1/17,12,23.4,59,24
398,2009/1/17,13,23.87,39,22
399,2009/1/17,14,23.73,30,11
400,2009/1/17,15,22.99,26,15
401,2009/1/17,16,22.16,38,10
402,2009/1/17,17,21.28,32,9
403,2009/1/17,18,21.03,34,8
404,2009/1/17,19,19.63,54,30
405,2009/1/17,20,18.45,86,52
406,2009/1/17,21,18.25,114,116
407,2009/1/17,22,18.11,123,NA
408,2009/1/17,23,17.11,121,NA
409,2009/1/18,0,16.61,123,NA
410,2009/1/18,1,16.15,115,NA
411,2009/1/18,2,15.63,87,NA
412,2009/1/18,3,15.26,66,NA
413,2009/1/18,4,14.78,71,NA
414,2009/1/18,5,14.77,102,NA
415,2009/1/18,6,14.12,109,NA
416,2009/1/18,7,14.42,85,NA
417,2009/1/18,8,16.26,69,NA
418,2009/1/18,9,17,82,NA
419,2009/1/18,10,18.5,98,NA
420,2009/1/18,11,20.64,100,NA
421,2009/1/18,12,22.66,84,NA
422,2009/1/18,13,24.23,75,NA
423,2009/1/18,14,24.03,74,NA
424,2009/1/18,15,22.07,85,NA
425,2009/1/18,16,21.85,91,NA
426,2009/1/18,17,20.84,94,NA
427,2009/1/18,18,19.8,83,NA
428,2009/1/18,19,18.85,86,NA
429,2009/1/18,20,18.18,86,NA
430,2009/1/18,21,17.66,83,NA
431,2009/1/18,22,18.07,75,NA
432,2009/1/18,23,18.82,65,NA
433,2009/1/19,0,18.78,54,NA
434,2009/1/19,1,18.81,42,NA
435,2009/1/19,2,19.06,42,NA
436,2009/1/19,3,19.12,42,NA
437,2009/1/19,4,18.97,45,NA
438,2009/1/19,5,18.98,46,NA
439,2009/1/19,6,18.7,58,NA
440,2009/1/19,7,18.87,71,NA
441,2009/1/19,8,19.51,96,NA
442,2009/1/19,9,20.32,108,NA
443,2009/1/19,10,20.63,123,NA
444,2009/1/19,11,21.23,119,NA
445,2009/1/19,12,21.42,NA,NA
446,2009/1/19,13,21.69,132,82
447,2009/1/19,14,21.66,133,85
448,2009/1/19,15,21.01,142,88
449,2009/1/19,16,20.42,144,90
450,2009/1/19,17,19.69,148,88
451,2009/1/19,18,19.45,133,86
452,2009/1/19,19,19.51,113,78
453,2009/1/19,20,19.5,97,75
454,2009/1/19,21,19.53,95,67
455,2009/1/19,22,20.03,92,65
456,2009/1/19,23,19.99,105,65
457,2009/1/20,0,19.83,109,64
458,2009/1/20,1,19.72,126,69
459,2009/1/20,2,19.81,119,66
460,2009/1/20,3,19.79,117,66
461,2009/1/20,4,19.89,100,52
462,2009/1/20,5,19.96,96,46
463,2009/1/20,6,19.9,95,41
464,2009/1/20,7,20.45,100,47
465,2009/1/20,8,19.71,87,44
466,2009/1/20,9,19.52,77,43
467,2009/1/20,10,19.71,67,43
468,2009/1/20,11,19.98,67,38
469,2009/1/20,12,20.58,56,20
470,2009/1/20,13,21.69,53,23
471,2009/1/20,14,22.46,46,34
472,2009/1/20,15,21.92,54,31
473,2009/1/20,16,21.45,52,32
474,2009/1/20,17,21.11,53,33
475,2009/1/20,18,20.77,59,37
476,2009/1/20,19,20.53,64,44
477,2009/1/20,20,20.42,61,39
478,2009/1/20,21,20.29,57,39
479,2009/1/20,22,20.12,51,37
480,2009/1/20,23,19.98,52,32
481,2009/1/21,0,20.01,39,27
482,2009/1/21,1,19.17,35,23
483,2009/1/21,2,19.17,34,26
484,2009/1/21,3,18.87,34,25
485,2009/1/21,4,18.88,37,12
486,2009/1/21,5,18.78,34,22
487,2009/1/21,6,18.74,36,16
488,2009/1/21,7,18.3,31,18
489,2009/1/21,8,18.82,35,16
490,2009/1/21,9,20.73,45,20
491,2009/1/21,10,22.78,59,34
492,2009/1/21,11,22.15,82,44
493,2009/1/21,12,21.89,91,58
494,2009/1/21,13,21.74,102,62
495,2009/1/21,14,21.41,89,57
496,2009/1/21,15,20.75,81,47
497,2009/1/21,16,20.59,77,42
498,2009/1/21,17,20.36,83,43
499,2009/1/21,18,20.67,95,53
500,2009/1/21,19,20.6,89,56
501,2009/1/21,20,20.29,79,50
502,2009/1/21,21,20.04,68,46
503,2009/1/21,22,19.91,69,43
504,2009/1/21,23,19.84,86,51
505,2009/1/22,0,19.69,89,53
506,2009/1/22,1,19.45,93,54
507,2009/1/22,2,19.33,78,49
508,2009/1/22,3,19.42,70,46
509,2009/1/22,4,19.23,61,42
510,2009/1/22,5,19.17,58,40
511,2009/1/22,6,18.37,61,44
512,2009/1/22,7,18.36,59,48
513,2009/1/22,8,19.01,69,51
514,2009/1/22,9,20.41,79,50
515,2009/1/22,10,21.57,92,58
516,2009/1/22,11,22.15,89,63
517,2009/1/22,12,20.99,89,59
518,2009/1/22,13,18.71,90,47
519,2009/1/22,14,17.43,92,34
520,2009/1/22,15,17.18,78,34
521,2009/1/22,16,17.5,66,36
522,2009/1/22,17,17.44,71,43
523,2009/1/22,18,17.19,79,43
524,2009/1/22,19,17.18,82,43
525,2009/1/22,20,17.51,76,41
526,2009/1/22,21,17.59,70,36
527,2009/1/22,22,17.71,63,38
528,2009/1/22,23,17.62,65,40
529,2009/1/23,0,17.65,62,43
530,2009/1/23,1,17.43,64,43
531,2009/1/23,2,17.55,54,36
532,2009/1/23,3,17.32,59,38
533,2009/1/23,4,16.65,53,36
534,2009/1/23,5,16.98,49,31
535,2009/1/23,6,17.04,47,24
536,2009/1/23,7,17.01,48,23
537,2009/1/23,8,16.92,52,26
538,2009/1/23,9,16.97,50,31
539,2009/1/23,10,16.51,58,31
540,2009/1/23,11,15.98,54,34
541,2009/1/23,12,15.31,50,26
542,2009/1/23,13,14.33,40,21
543,2009/1/23,14,13.42,32,15
544,2009/1/23,15,12.93,35,22
545,2009/1/23,16,12.63,45,29
546,2009/1/23,17,12.31,65,38
547,2009/1/23,18,12.16,71,37
548,2009/1/23,19,11.99,71,39
549,2009/1/23,20,11.81,67,38
550,2009/1/23,21,11.78,78,38
551,2009/1/23,22,11.69,81,40
552,2009/1/23,23,11.75,93,37
553,2009/1/24,0,11.64,85,41
554,2009/1/24,1,11.22,91,38
555,2009/1/24,2,10.93,89,38
556,2009/1/24,3,10.73,96,34
557,2009/1/24,4,11.51,101,40
558,2009/1/24,5,11.63,103,40
559,2009/1/24,6,10.97,108,42
560,2009/1/24,7,10.46,104,38
561,2009/1/24,8,9.94,102,32
562,2009/1/24,9,9.92,98,36
563,2009/1/24,10,10.03,99,25
564,2009/1/24,11,10.14,96,30
565,2009/1/24,12,10.31,92,28
566,2009/1/24,13,10.23,84,32
567,2009/1/24,14,10,75,35
568,2009/1/24,15,10.01,75,28
569,2009/1/24,16,9.74,75,34
570,2009/1/24,17,9.79,78,33
571,2009/1/24,18,9.75,69,25
572,2009/1/24,19,9.82,59,14
573,2009/1/24,20,9.88,51,14
574,2009/1/24,21,9.96,45,15
575,2009/1/24,22,10.11,39,14
576,2009/1/24,23,10.17,40,17
577,2009/1/25,0,9.86,40,15
578,2009/1/25,1,9.9,36,19
579,2009/1/25,2,10.1,36,9
580,2009/1/25,3,10.06,32,17
581,2009/1/25,4,10.27,38,15
582,2009/1/25,5,10.74,36,18
583,2009/1/25,6,11.13,40,12
584,2009/1/25,7,11.11,41,17
585,2009/1/25,8,11.26,44,19
586,2009/1/25,9,11.66,43,17
587,2009/1/25,10,12.42,49,12
588,2009/1/25,11,13.21,48,11
589,2009/1/25,12,13.44,57,16
590,2009/1/25,13,13.72,53,16
591,2009/1/25,14,13.79,56,17
592,2009/1/25,15,13.8,56,26
593,2009/1/25,16,13.41,60,33
594,2009/1/25,17,13.01,55,32
595,2009/1/25,18,13.08,47,27
596,2009/1/25,19,13.3,42,31
597,2009/1/25,20,13.53,34,28
598,2009/1/25,21,13.92,34,23
599,2009/1/25,22,14.24,30,14
600,2009/1/25,23,14.4,36,13
601,2009/1/26,0,14.42,36,24
602,2009/1/26,1,14.48,36,25
603,2009/1/26,2,14.83,34,25
604,2009/1/26,3,15.02,30,18
605,2009/1/26,4,14.98,30,17
606,2009/1/26,5,15.05,29,15
607,2009/1/26,6,15.22,26,16
608,2009/1/26,7,15.61,22,18
609,2009/1/26,8,15.89,19,18
610,2009/1/26,9,15.98,18,15
611,2009/1/26,10,15.88,16,12
612,2009/1/26,11,15.41,20,11
613,2009/1/26,12,14.9,15,13
614,2009/1/26,13,14.89,21,15
615,2009/1/26,14,14.66,13,19
616,2009/1/26,15,14.32,20,15
617,2009/1/26,16,14.18,22,9
618,2009/1/26,17,13.89,24,7
619,2009/1/26,18,13.7,26,10
620,2009/1/26,19,13.65,24,10
621,2009/1/26,20,13.76,23,7
622,2009/1/26,21,13.91,22,8
623,2009/1/26,22,13.89,17,16
624,2009/1/26,23,13.91,22,17
625,2009/1/27,0,13.94,14,13
626,2009/1/27,1,13.91,13,8
627,2009/1/27,2,13.95,16,10
628,2009/1/27,3,14.09,19,7
629,2009/1/27,4,14.16,21,4
630,2009/1/27,5,14.36,13,5
631,2009/1/27,6,14.39,12,5
632,2009/1/27,7,14.51,7,8
633,2009/1/27,8,14.75,10,7
634,2009/1/27,9,14.99,15,9
635,2009/1/27,10,15.5,17,5
636,2009/1/27,11,16.11,10,3
637,2009/1/27,12,16.22,17,7
638,2009/1/27,13,16.41,21,12
639,2009/1/27,14,16.06,27,14
640,2009/1/27,15,15.91,23,9
641,2009/1/27,16,15.73,29,4
642,2009/1/27,17,15.6,23,1
643,2009/1/27,18,15.52,23,7
644,2009/1/27,19,15.55,16,10
645,2009/1/27,20,15.67,17,11
646,2009/1/27,21,15.91,16,8
647,2009/1/27,22,16.11,12,5
648,2009/1/27,23,16.11,20,11
649,2009/1/28,0,16.3,16,6
650,2009/1/28,1,16.59,21,11
651,2009/1/28,2,16.62,15,5
652,2009/1/28,3,16.65,16,7
653,2009/1/28,4,15.97,19,6
654,2009/1/28,5,15.83,16,9
655,2009/1/28,6,15.93,21,9
656,2009/1/28,7,16.21,20,7
657,2009/1/28,8,16.87,20,10
658,2009/1/28,9,18.86,18,8
659,2009/1/28,10,20.71,16,17
660,2009/1/28,11,21.59,21,10
661,2009/1/28,12,22.89,22,20
662,2009/1/28,13,23.52,23,18
663,2009/1/28,14,23.58,25,18
664,2009/1/28,15,22.73,28,19
665,2009/1/28,16,22.08,27,20
666,2009/1/28,17,21.46,32,20
667,2009/1/28,18,21,24,14
668,2009/1/28,19,21.02,24,12
669,2009/1/28,20,20.82,18,14
670,2009/1/28,21,20.5,21,12
671,2009/1/28,22,20.31,23,6
672,2009/1/28,23,20.39,24,13
673,2009/1/29,0,20.11,33,15
674,2009/1/29,1,19.95,34,20
675,2009/1/29,2,19.56,31,16
676,2009/1/29,3,18.55,24,15
677,2009/1/29,4,18.36,21,8
678,2009/1/29,5,18.17,23,5
679,2009/1/29,6,17.98,18,3
680,2009/1/29,7,17.99,23,10
681,2009/1/29,8,18.76,24,12
682,2009/1/29,9,19.73,33,21
683,2009/1/29,10,21.54,31,22
684,2009/1/29,11,22.18,41,27
685,2009/1/29,12,22.29,44,27
686,2009/1/29,13,22.01,52,27
687,2009/1/29,14,22.54,48,32
688,2009/1/29,15,21.46,46,31
689,2009/1/29,16,20.61,42,31
690,2009/1/29,17,19.88,48,25
691,2009/1/29,18,19.7,44,24
692,2009/1/29,19,19.32,46,20
693,2009/1/29,20,19.22,42,19
694,2009/1/29,21,19.32,54,26
695,2009/1/29,22,19.26,61,36
696,2009/1/29,23,19.36,61,46
697,2009/1/30,0,19.22,70,44
698,2009/1/30,1,19.14,79,51
699,2009/1/30,2,18.81,82,48
700,2009/1/30,3,18.46,68,49
701,2009/1/30,4,18.14,48,37
702,2009/1/30,5,17.72,39,26
703,2009/1/30,6,17.44,30,22
704,2009/1/30,7,17.57,30,23
705,2009/1/30,8,18.16,46,32
706,2009/1/30,9,18.17,59,38
707,2009/1/30,10,17.69,63,40
708,2009/1/30,11,17.05,49,33
709,2009/1/30,12,16.26,36,20
710,2009/1/30,13,16.28,23,10
711,2009/1/30,14,16.09,18,12
712,2009/1/30,15,16.03,18,9
713,2009/1/30,16,15.94,17,16
714,2009/1/30,17,15.71,20,10
715,2009/1/30,18,15.27,21,10
716,2009/1/30,19,15.25,26,6
717,2009/1/30,20,15.33,21,9
718,2009/1/30,21,15.81,29,17
719,2009/1/30,22,15.85,27,14
720,2009/1/30,23,15.72,42,19
721,2009/1/31,0,15.62,40,12
722,2009/1/31,1,15.62,42,18
723,2009/1/31,2,15.61,30,11
724,2009/1/31,3,15.6,28,15
725,2009/1/31,4,16.45,31,14
726,2009/1/31,5,16.49,40,20
727,2009/1/31,6,16.45,47,26
728,2009/1/31,7,16.48,49,33
729,2009/1/31,8,17.25,52,32
730,2009/1/31,9,18.39,49,28
731,2009/1/31,10,18.49,52,25
732,2009/1/31,11,18.83,50,24
733,2009/1/31,12,19.07,46,24
